song,track_id,release_date,song_popularity,duration(ms),explicit,artist_name,artist_id,artist_follower_no,artist_genres,artist_popularity
Forgiveness,0CKKKckCxCLgGMBN9r3SCR,2012-01-01,47,267346,False,Matthew West,6e8OTLDQpaz1Tl2GEaxsNj,800924,"['ccm', 'christian alternative rock', 'christian music', 'worship']",59
Break My Stride,1mCsF9Tw4AkIZOjvZbZZdT,1983-03-19,74,184480,False,Matthew Wilder,3bmFPbLMiLxtR9tFrTcKcP,35041,['new wave pop'],57
If It's Love,3g4GTF5OZrLrmk7hGZFkH8,2010-12-01,52,239040,False,Matti Jasu and the Loose Train,0px594kPR2Q8aY1a7JAsaG,23,,0
California Dreamin,2Tvri4XobydUUbb7fL9gO6,2017-03-22,39,189125,False,Mattybraps,4xIK3OdlUfc3EH1gIG8Slr,299440,"['boy pop', 'social media pop']",39
in my miNd,2s0Dn2mtvp94wUkyaB8nJc,2016-10-28,53,212266,False,Maty Noyes,5JSXWmQO8csVUy6hSRu8TA,255116,"['alt z', 'electropop', 'indie electropop', 'indie poptimism', 'pop', 'uk pop']",54
No Samples,2cKR957eqapkn6oTaHPFPd,2018-09-28,26,156000,False,Maugre,3wbexOl6INNsdpMetkdhN0,364,,20
Black Metal,5BseqiqJhpoZj5DhaHKStB,2014-08-27,31,226000,False,Max Jury,3MuPVbFDynbq9zRTAqjRxi,29909,['new americana'],40
Where Is My Mind,4jNQkWhuzqrbqQuqanFFJ6,2010-04-12,63,165160,False,Maxence Cyrin,3NcPjvA2rp9FPj1JBAXwOS,72871,['compositional ambient'],49
Fade Into You,1LzNfuep1bnAUR9skqdHCK,1993-10-05,76,295600,False,Mazzy Star,37w38cCSGgKLdayTRjna4W,730263,"['alternative rock', 'art pop', 'dream pop', 'melancholia', 'shoegaze', 'slowcore']",62
Into Dust,7l5nkTZpoD93OkynN0gcon,1993-10-05,59,336760,False,Mazzy Star,37w38cCSGgKLdayTRjna4W,730263,"['alternative rock', 'art pop', 'dream pop', 'melancholia', 'shoegaze', 'slowcore']",62
Look On Down From The Bridge,010ALbbh5KlQ4fKWgSdhRd,1996-10-29,61,287893,False,Mazzy Star,37w38cCSGgKLdayTRjna4W,730263,"['alternative rock', 'art pop', 'dream pop', 'melancholia', 'shoegaze', 'slowcore']",62
Prime Audio Soup,1PuEx5VByUrl2T7ZKwdlJF,1998-09-14,34,377760,False,Meat Beat Manifesto,3AO9jmM1JTooPNcu9tTyZx,35270,"['acid house', 'big beat', 'british industrial', 'drill and bass', 'industrial', 'industrial hip hop', 'industrial metal', 'industrial rock', 'intelligent dance music', 'trip hop']",28
Follow Me,6r9tjMWLv8fNdZKKTnqCEr,2012-09-24,52,230920,False,Meditation Muse,1XGfJ1mvfHZQTRisPn5k9o,6,,0
Bright Summer Day in the Country,531yfLxrsGrbsaFS5RJjpX,2014-05-31,1,2400131,False,Meditation Zen Master,2MYk6exrOI4fr9OfG3qPIQ,5655,['zen'],35
Forest Birds Sing and Chatter for Personal Well Being,7aOR5TJzMZB5VXQcNdHtIh,2014-05-31,1,2400164,False,Meditation Zen Master,2MYk6exrOI4fr9OfG3qPIQ,5655,['zen'],35
Waiting for the Rain to End to Soothe the Soul,2r26PU9T84oEcLzONOOpST,2014-05-31,2,2400107,False,Meditation Zen Master,2MYk6exrOI4fr9OfG3qPIQ,5655,['zen'],35
Wild Bird Song in the Clean Country Air,3NyTdaxiHOuxxLd5Gk41fw,2014-05-31,1,2400364,False,Meditation Zen Master,2MYk6exrOI4fr9OfG3qPIQ,5655,['zen'],35
Thunder and Steady Rain to Restore Well Being,3toJJLK1seKfLlzxTpRq0a,2014-05-31,3,2400131,False,Meditation Zen Master,2MYk6exrOI4fr9OfG3qPIQ,5655,['zen'],35
Small Brook Eddies for Restful Relief,001gNnULu7FCIiKa6rQfTp,2014-05-31,1,2400351,False,Meditation Zen Master,2MYk6exrOI4fr9OfG3qPIQ,5655,['zen'],35
Jungle Habitat at Daybreak for Relaxation,1rPQKUaievsaS5KI3kpBXN,2014-05-31,1,2400264,False,Meditation Zen Master,2MYk6exrOI4fr9OfG3qPIQ,5655,['zen'],35
Forest Solitude for Relaxation,3wDnrOOHf484wb3XK3wK03,2014-05-31,1,2400231,False,Meditation Zen Master,2MYk6exrOI4fr9OfG3qPIQ,5655,['zen'],35
Cool Clean Mountainside Air Surrounds You,6Vga0P46Ca64QDwVxd8CRM,2014-05-31,1,2400064,False,Meditation Zen Master,2MYk6exrOI4fr9OfG3qPIQ,5655,['zen'],35
Backyard Wind Chimes on a Breezy Day for Deep Meditation,2Vla8tlyKKbUO0ck4ag0ds,2014-05-31,2,2400397,False,Meditation Zen Master,2MYk6exrOI4fr9OfG3qPIQ,5655,['zen'],35
Jungle Birds and Ambience for Natural Healing,45fooXJQeJXEGMHI0U0Xvp,2014-05-31,1,2400231,False,Meditation Zen Master,2MYk6exrOI4fr9OfG3qPIQ,5655,['zen'],35
Birdsong in a Natural Setting for Yoga Concentration,6XeuxDTk1BQ8Zm033hFWry,2014-05-31,1,2400030,False,Meditation Zen Master,2MYk6exrOI4fr9OfG3qPIQ,5655,['zen'],35
Brazilian Jungle at Dusk for Healing Strength,1wn86XUwzmgmWlUQXTV9i8,2014-05-31,1,2400064,False,Meditation Zen Master,2MYk6exrOI4fr9OfG3qPIQ,5655,['zen'],35
Shady Forest on a Hot Summer Day,7JJdzIISEBetihuMF0HUQ4,2014-05-31,1,2400164,False,Meditation Zen Master,2MYk6exrOI4fr9OfG3qPIQ,5655,['zen'],35
Tranquil Brook Flows Toward Deep Meditation,6W0n0qR0sP5W4vq0HyfUNV,2014-05-31,1,2400030,False,Meditation Zen Master,2MYk6exrOI4fr9OfG3qPIQ,5655,['zen'],35
No Excuses,7fCNUWi6uflDTQ08srxMZk,2018-03-01,59,152862,False,Meghan Trainor,6JL8zeS1NmiOftqZTRgdTz,11518724,"['dance pop', 'hip pop', 'pop', 'post-teen pop', 'uk pop']",74
Walkashame,0Jrzzjj0pVzS6xl4wonUNh,2015-01-09,53,178240,False,Meghan Trainor,6JL8zeS1NmiOftqZTRgdTz,11518724,"['dance pop', 'hip pop', 'pop', 'post-teen pop', 'uk pop']",74
Dear Future Husband,3cU2wBxuV6nFiuf6PJZNlC,2015-01-09,73,184226,False,Meghan Trainor,6JL8zeS1NmiOftqZTRgdTz,11518724,"['dance pop', 'hip pop', 'pop', 'post-teen pop', 'uk pop']",74
All About That Bass,5jE48hhRu8E6zBDPRSkEq7,2015-01-09,73,187920,True,Meghan Trainor,6JL8zeS1NmiOftqZTRgdTz,11518724,"['dance pop', 'hip pop', 'pop', 'post-teen pop', 'uk pop']",74
Lips Are Movin,6gj08XDlv9Duc2fPOxUmVD,2015-01-09,71,182666,False,Meghan Trainor,6JL8zeS1NmiOftqZTRgdTz,11518724,"['dance pop', 'hip pop', 'pop', 'post-teen pop', 'uk pop']",74
Better When I'm Dancin',5k5fWendNngd89O8JKoE8L,2015-10-14,74,176266,False,Meghan Trainor,6JL8zeS1NmiOftqZTRgdTz,11518724,"['dance pop', 'hip pop', 'pop', 'post-teen pop', 'uk pop']",74
Me Too,3KwwE4sgCzMaKWq6QBebmX,2017-05-12,73,181240,False,Meghan Trainor,6JL8zeS1NmiOftqZTRgdTz,11518724,"['dance pop', 'hip pop', 'pop', 'post-teen pop', 'uk pop']",74
NO,0l0CvurVUrr2w3Jj1hOVFc,2017-05-12,70,213506,False,Meghan Trainor,6JL8zeS1NmiOftqZTRgdTz,11518724,"['dance pop', 'hip pop', 'pop', 'post-teen pop', 'uk pop']",74
TREAT MYSELF,64BWkOjyNcmXoWH0b0Wq4R,2018-07-20,52,173766,False,Meghan Trainor,6JL8zeS1NmiOftqZTRgdTz,11518724,"['dance pop', 'hip pop', 'pop', 'post-teen pop', 'uk pop']",74
Fly,5NCoFI30xDAnLxztJyDjIY,2013-11-07,17,278533,False,Mel Ashton,5EG5uNAQ1hQd9GJ7fLEhZS,396,,9
Dead to Me,2L3VnHkRi6ElZL2bqu1nBs,2014-05-19,59,210120,False,Melanie Martinez,63yrD80RY3RNEM2YDpUpO8,14598936,"['alt z', 'electropop', 'pop']",78
Pennsylvania 6-5000,0H5dnOYw1mgdk7yhqpoVJh,1980-04-09,45,192240,False,Members Of The Glenn Miller Orchestra,7yJ74d8IUMgW1u8CHgxU6U,809,['big band'],19
Who Can It Be Now?,5rfJ2Bq2PEL8yBjZLzouEu,1981-11-09,69,201293,False,Men At Work,0f3EsoviYnRKTkmayI3cux,991203,"['album rock', 'australian rock', 'mellow gold', 'new romantic', 'new wave', 'new wave pop', 'rock', 'soft rock']",64
Down Under,46RVKt5Edm1zl0rXhPJZxz,1996-02-01,73,220866,False,Men At Work,0f3EsoviYnRKTkmayI3cux,991203,"['album rock', 'australian rock', 'mellow gold', 'new romantic', 'new wave', 'new wave pop', 'rock', 'soft rock']",64
Overkill,3iA4foXIFpekwHyma7pRs1,1983,62,229466,False,Men At Work,0f3EsoviYnRKTkmayI3cux,991203,"['album rock', 'australian rock', 'mellow gold', 'new romantic', 'new wave', 'new wave pop', 'rock', 'soft rock']",64
The Safety Dance - Extended Dance Version,2IqPRjJAcLvPqAEbnB2VJz,1983-01-01,55,278226,False,Men Without Hats,34PLzyi7CdXUekiLHYyqXq,182390,"['classic canadian rock', 'new romantic', 'new wave', 'new wave pop', 'synthpop']",53
Goddess On A Hiway - Remastered,2Z8V7MoSJJj9ZsjxnIQXAB,1998,37,225333,False,Mercury Rev,77oD8X9qLXZhpbCjv53l5n,105114,"['alternative rock', 'art rock', 'buffalo ny indie', 'chamber pop', 'chamber psych', 'indie rock', 'lo-fi', 'melancholia', 'shoegaze']",42
I Can Only Imagine,1G5S1rEr4L57ftizRHcYDP,2001,66,248253,False,MercyMe,6APm8EjxOHSYM5B4i3vT3q,1475395,"['ccm', 'christian alternative rock', 'christian indie', 'christian music', 'worship']",60
Dear Younger Me,2PLq66Pulj13Ov30kBBxuG,2014-04-08,53,206585,False,MercyMe,6APm8EjxOHSYM5B4i3vT3q,1475395,"['ccm', 'christian alternative rock', 'christian indie', 'christian music', 'worship']",60
Even If,1zNkDuAsIpMf9vAMxeZ8Ih,2017-02-17,63,255160,False,MercyMe,6APm8EjxOHSYM5B4i3vT3q,1475395,"['ccm', 'christian alternative rock', 'christian indie', 'christian music', 'worship']",60
Greater,1TcsQKPRu4AVSP5E7a8mXe,2014-04-08,57,247046,False,MercyMe,6APm8EjxOHSYM5B4i3vT3q,1475395,"['ccm', 'christian alternative rock', 'christian indie', 'christian music', 'worship']",60
Flawless,1kWUud3vY5ij5r62zxpTRy,2014-04-08,55,255644,False,MercyMe,6APm8EjxOHSYM5B4i3vT3q,1475395,"['ccm', 'christian alternative rock', 'christian indie', 'christian music', 'worship']",60
Word of God Speak,6FVg2subR7uoD80BmTOsdR,2002,54,187573,False,MercyMe,6APm8EjxOHSYM5B4i3vT3q,1475395,"['ccm', 'christian alternative rock', 'christian indie', 'christian music', 'worship']",60
Grace Got You,4BhKsrfLowNbN7F3JVhI8i,2017-02-17,54,215133,False,MercyMe,6APm8EjxOHSYM5B4i3vT3q,1475395,"['ccm', 'christian alternative rock', 'christian indie', 'christian music', 'worship']",60
You Are I Am,1E0iYqr9YYu3HBXtplKLli,2012-05-22,43,260493,False,MercyMe,6APm8EjxOHSYM5B4i3vT3q,1475395,"['ccm', 'christian alternative rock', 'christian indie', 'christian music', 'worship']",60
Bitch,3i6qNxyVgIdUZTTi5m25EM,1997-01-01,69,252760,False,Meredith Brooks,2QmLFuIDtNDmmJY3OtvinN,99095,"['lilith', 'new wave pop']",50
"Yes - From ""Dirty Dancing"" Soundtrack",7k4uHnOdJViC6EBvcvzJZJ,1987-09-24,52,198333,False,Merry Clayton,71cyZ6pH0KrM2MdtO8RGmy,23474,['classic soul'],37
Mamma Mia - From 'Mamma Mia!' Original Motion Picture Soundtrack,4nI8e3fy1hHvhCvJURv5JI,2008-01-01,69,214906,False,Meryl Streep,2HB65P72dFRiOKvbLLcil2,79166,['hollywood'],66
"The Winner Takes It All - From ""Mamma Mia!""",4uytiW8D73yWQHkg1PzYlB,2008-01-01,64,297933,False,Meryl Streep,2HB65P72dFRiOKvbLLcil2,79166,['hollywood'],66
The Day Before You Came,1r93lJK0yzvdlmqMIbqiqR,2018-07-13,49,329306,False,Meryl Streep,2HB65P72dFRiOKvbLLcil2,79166,['hollywood'],66
Hysj,3SwVLu2Mk5Y8hLDfRUUi5p,2019-02-02,23,186618,False,Meso,2dYrqQTd3MigfHvdutV584,595,,29
Enter Sandman - Live with the SFSO,0T3Pft6gyhtBCrGOsSrvlE,1999-11-23,36,459133,False,Metallica,2ye2Wgw4gimLv2eAKyk1NB,22034209,"['hard rock', 'metal', 'old school thrash', 'rock', 'thrash metal']",82
Until It Sleeps,63aVbch5VRXtQnCITdeDTZ,1996-06-04,57,269573,False,Metallica,2ye2Wgw4gimLv2eAKyk1NB,22034209,"['hard rock', 'metal', 'old school thrash', 'rock', 'thrash metal']",82
Enter Sandman (Remastered),3VqHuw0wFlIHcIPWkhIbdQ,1991-08-12,77,331560,False,Metallica,2ye2Wgw4gimLv2eAKyk1NB,22034209,"['hard rock', 'metal', 'old school thrash', 'rock', 'thrash metal']",82
Nothing Else Matters (Remastered),2CtemffYhT0DJWcT1XW047,1991-08-12,72,388733,False,Metallica,2ye2Wgw4gimLv2eAKyk1NB,22034209,"['hard rock', 'metal', 'old school thrash', 'rock', 'thrash metal']",82
Fade To Black (Remastered),0dqGfCMAGyDgpUAgLNOjWd,1984-07-27,66,417226,False,Metallica,2ye2Wgw4gimLv2eAKyk1NB,22034209,"['hard rock', 'metal', 'old school thrash', 'rock', 'thrash metal']",82
The Four Horsemen (Live - Seattle '89),7naRIEBtd0qOU8r9WYumqZ,1988-09-07,32,360154,True,Metallica,2ye2Wgw4gimLv2eAKyk1NB,22034209,"['hard rock', 'metal', 'old school thrash', 'rock', 'thrash metal']",82
"(Anesthesia) - Pulling Teeth (Live at the Aragon Ballroom, Chicago, IL - May 25th, 1986)",01ilZoPfh3JyL097Ll6SHN,1986-03-03,28,177253,False,Metallica,2ye2Wgw4gimLv2eAKyk1NB,22034209,"['hard rock', 'metal', 'old school thrash', 'rock', 'thrash metal']",82
Whiplash (Live - Seattle '89),1MNAcG8x56GSD8CoQLpJHn,1988-09-07,28,336602,True,Metallica,2ye2Wgw4gimLv2eAKyk1NB,22034209,"['hard rock', 'metal', 'old school thrash', 'rock', 'thrash metal']",82
Seek & Destroy (Live - Seattle '89),5XehKCJutge72GlijNcPHW,1988-09-07,31,541535,True,Metallica,2ye2Wgw4gimLv2eAKyk1NB,22034209,"['hard rock', 'metal', 'old school thrash', 'rock', 'thrash metal']",82
Gimme Sympathy - Acoustic,2vEZ5pY5tBUuycJiV3sIYs,2012-01-01,29,187026,False,Metric,1rCIEwPp5OnXW0ornlSsRl,697194,"['alternative dance', 'canadian indie', 'canadian rock', 'electropop', 'indie pop', 'indie rock', 'indietronica', 'metropopolis', 'modern rock', 'neo-synthpop', 'new rave']",61
Shake It,5619Ojc6t9evEEs3B7Drhe,2007-09-18,69,179946,False,Metro Station,7vXwfZyDp3spzIVNXDaTPN,302586,"['electropowerpop', 'neon pop punk', 'pixie', 'pop punk']",53
Yunowhathislifeez - Motorcity Mix,49IMyWYsotWzxcaTblTmPr,2008-04-04,44,286813,False,Metropolitan Jazz Affair,5pTdjKc68oWtRFeh9T1dep,18367,['nu jazz'],32
Reapers,1244xKUG27TnmQhUJlo3gU,2015-06-04,56,359520,False,Metropolitan Soul Museum,2Yzvf1lIeZiSJQUmuYkWYY,533,['uk tech house'],6
Feeling Good,3I09LQbHS3NSU46Ly3tPpR,2005-02-07,67,237333,False,Michael Buble (Karaoke),2euoUav0NJxe3AoIDdQzjQ,373,['karaoke'],4
The Way You Look Tonight,4YGlRLe6TeBRiXFByBqldf,2003,60,279626,False,Michael Bublé,1GxkXlMwML1oSg5eLPiAz3,5383426,"['adult standards', 'canadian pop', 'jazz pop', 'lounge']",73
It's a Beautiful Day,0mvkwaZMP2gAy2ApQLtZRv,2013-04-11,68,199266,False,Michael Bublé,1GxkXlMwML1oSg5eLPiAz3,5383426,"['adult standards', 'canadian pop', 'jazz pop', 'lounge']",73
You Make Me Feel so Young,1B8RSIxmwcjad7XUJjeCK2,2013-04-11,54,185693,False,Michael Bublé,1GxkXlMwML1oSg5eLPiAz3,5383426,"['adult standards', 'canadian pop', 'jazz pop', 'lounge']",73
L O V E,4m4aQLiPbWFyE07xRoJPhc,2007-05-01,59,170213,False,Michael Bublé,1GxkXlMwML1oSg5eLPiAz3,5383426,"['adult standards', 'canadian pop', 'jazz pop', 'lounge']",73
Married Life,7iocNjLrxPHLl8njgRlv5U,2009-01-01,64,250573,False,Michael Giacchino,4kLvhMAuCloLxoP1aVM7Lr,270245,"['orchestral soundtrack', 'soundtrack']",64
The Glory Days,59Djq0zGIu8HDZ8QXs2oiz,2004-11-02,46,212133,False,Michael Giacchino,4kLvhMAuCloLxoP1aVM7Lr,270245,"['orchestral soundtrack', 'soundtrack']",64
Beat It,1OOtq8tRnDM8kG2gqUPjAj,1982-11-30,81,258040,False,Michael Jackson,3fMbdgg4jU18AjLCKBhRSm,23517385,"['pop', 'r&b', 'soul']",80
Rockin' Robin,63gcHyuhAC8G2C0bVQUOJI,1972-01-24,52,154840,False,Michael Jackson,3fMbdgg4jU18AjLCKBhRSm,23517385,"['pop', 'r&b', 'soul']",80
Thriller - Single Version,20efeySIfZoiSaISGLBbNs,2005-07-19,54,312413,False,Michael Jackson,3fMbdgg4jU18AjLCKBhRSm,23517385,"['pop', 'r&b', 'soul']",80
Billie Jean,5ChkMS8OtdzJeqyybCc9R5,1982-11-30,84,293826,False,Michael Jackson,3fMbdgg4jU18AjLCKBhRSm,23517385,"['pop', 'r&b', 'soul']",80
Black or White - Single Version,6wdviVWctiZnY6tVn6bh6A,2003-11-18,65,198506,False,Michael Jackson,3fMbdgg4jU18AjLCKBhRSm,23517385,"['pop', 'r&b', 'soul']",80
Thriller,3S2R0EVwBSAVMd5UMgKTL0,1982-11-30,70,357266,False,Michael Jackson,3fMbdgg4jU18AjLCKBhRSm,23517385,"['pop', 'r&b', 'soul']",80
Rack City,0srwKuJPH8yBzzFUJMBQM2,2012-01-01,65,203200,True,Michael Jackson,3fMbdgg4jU18AjLCKBhRSm,23517385,"['pop', 'r&b', 'soul']",80
Give In to Me,1euDTbMNRPNfKd8zZz4zTT,1991-11-13,60,328626,False,Michael Jackson,3fMbdgg4jU18AjLCKBhRSm,23517385,"['pop', 'r&b', 'soul']",80
Remember the Time,4jnFqNWeJCeCRHc4HCdxfd,1991-11-13,70,239226,False,"Michael Jackson, Base Karaoke + Choirs",0cHeJfuUPS48yOPE7OeD8h,263,['karaoke'],1
Home Again,46EuzanXhKwIc7755wLAvS,2012-01-01,51,212373,False,Michael Kiwanuka,0bzfPKdbXL5ezYW2z3UGQj,1243970,"['british soul', 'neo soul', 'psychedelic soul', 'soul']",63
No More Running,3LQ7Y0raVQf3G6wURbJR9O,2014-01-01,41,177234,False,Michael Kiwanuka,0bzfPKdbXL5ezYW2z3UGQj,1243970,"['british soul', 'neo soul', 'psychedelic soul', 'soul']",63
Cold Little Heart - Radio Edit,7KX65PC1UZuImsUInThbav,2017-02-24,69,210299,False,Michael Kiwanuka,0bzfPKdbXL5ezYW2z3UGQj,1243970,"['british soul', 'neo soul', 'psychedelic soul', 'soul']",63
Think a Little Less,4JjIIBNoho0V2gZjH4nEzR,2015-08-07,56,176986,False,Michael Ray,6ghiFYcwn2Vzl6K50U0UPz,420614,"['contemporary country', 'country', 'country pop', 'country road', 'modern country rock']",56
Little Things,5topOIcCwU391xE5Oyhh62,2014-10-14,53,264226,False,Michal Bush,6GyzACkYi7ERu29kfjxez3,122,,1
Chameleon,51FonRnKwkcXS6e0qwpEeY,2019-05-15,44,180920,False,Michela,1xoWYqTvsYArxO1Xge3TG4,4216,['maltese pop'],27
Everywhere,1u0l8zWpQeMYStFkc2mLD7,2001-07-31,67,214826,False,Michelle Branch,5rScKX1Sh1U67meeUyTGwk,562315,"['candy pop', 'dance pop', 'lilith', 'neo mellow', 'pop rock', 'post-teen pop']",57
Are You Happy Now?,5B7XIcS5T76NJZFOHX30Io,2003-06-24,52,230760,False,Michelle Branch,5rScKX1Sh1U67meeUyTGwk,562315,"['candy pop', 'dance pop', 'lilith', 'neo mellow', 'pop rock', 'post-teen pop']",57
All You Wanted,0kr6d8wHDQPlzuET33NVn6,2001-07-31,62,217680,False,Michelle Branch,5rScKX1Sh1U67meeUyTGwk,562315,"['candy pop', 'dance pop', 'lilith', 'neo mellow', 'pop rock', 'post-teen pop']",57
Goodbye to You,6NSJOIyKYcRZh28Kf0URTw,2001-07-31,56,251200,False,Michelle Branch,5rScKX1Sh1U67meeUyTGwk,562315,"['candy pop', 'dance pop', 'lilith', 'neo mellow', 'pop rock', 'post-teen pop']",57
Best You Ever,1BLIejgsEW10gWMRwqykN4,2017-04-07,28,219146,False,Michelle Branch,5rScKX1Sh1U67meeUyTGwk,562315,"['candy pop', 'dance pop', 'lilith', 'neo mellow', 'pop rock', 'post-teen pop']",57
Find Your Way Back,16wC3SvlF4U8JCrTGKEYtf,2003-06-24,33,224133,False,Michelle Branch,5rScKX1Sh1U67meeUyTGwk,562315,"['candy pop', 'dance pop', 'lilith', 'neo mellow', 'pop rock', 'post-teen pop']",57
Empty Handed,6rtkQ39zPoFPCXyd1Jakbm,2003-06-24,26,289920,False,Michelle Branch,5rScKX1Sh1U67meeUyTGwk,562315,"['candy pop', 'dance pop', 'lilith', 'neo mellow', 'pop rock', 'post-teen pop']",57
Tuesday Morning,6GVi77kaRElpQKo81WwhdW,2003-06-24,31,282733,False,Michelle Branch,5rScKX1Sh1U67meeUyTGwk,562315,"['candy pop', 'dance pop', 'lilith', 'neo mellow', 'pop rock', 'post-teen pop']",57
Breathe,635mzxhITS1xY3AVSLKgyD,2003-06-24,57,211773,False,Michelle Branch,5rScKX1Sh1U67meeUyTGwk,562315,"['candy pop', 'dance pop', 'lilith', 'neo mellow', 'pop rock', 'post-teen pop']",57
Tightrope,0GVuLQtPXFaL18ijEOqoAa,2017-12-08,67,234360,False,Michelle Williams,2LAqcqAQ8KPTsl1HBgBrqM,9512,['hollywood'],58
Out Of Time Man,4CFJqiSoxO6QCRRJtSFPeu,2007,42,177440,False,Mick Harvey,5RyAbJ3y4yw8EbDcRblB8S,26629,['australian singer-songwriter'],35
Chop Suey!,2DlHlPMa4M17kufBvI2lEN,2001-09-04,83,210240,False,Midifine Systems,6DwFwtsHLMGyXmry54SNPZ,1562,,24
Aerials,4e9eGQYsOiBcftrWXwsVco,2001-09-04,76,235053,False,Midifine Systems,6DwFwtsHLMGyXmry54SNPZ,1562,,24
Toxicity,0snQkGI5qnAmohLE7jTsTn,2001-09-04,80,218933,False,Midifine Systems,6DwFwtsHLMGyXmry54SNPZ,1562,,24
Roscoe,01qJhVPCHFFR6wJ5ptyw17,2006-07-25,52,286880,False,Midlake,4YsP5zmteLQ7etNjHAOu30,120387,"['austindie', 'chamber pop', 'denton tx indie', 'indie folk', 'indie rock', 'modern folk rock', 'stomp and holler']",44
Core of Nature,76lkmmxVUSdCK8Hb9so141,2010-02-01,42,267533,False,Midlake,4YsP5zmteLQ7etNjHAOu30,120387,"['austindie', 'chamber pop', 'denton tx indie', 'indie folk', 'indie rock', 'modern folk rock', 'stomp and holler']",44
Young Bride,4YyFSSPQgXooWQzVzya7nU,2006-07-25,42,291640,False,Midlake,4YsP5zmteLQ7etNjHAOu30,120387,"['austindie', 'chamber pop', 'denton tx indie', 'indie folk', 'indie rock', 'modern folk rock', 'stomp and holler']",44
Drinkin' Problem,1vBpwxsLVwaR4evBIaFmqD,2017-09-22,70,220800,False,Midland,1DTZRmlVZBxx2wRQBtx6yi,225133,"['neo-traditional country', 'texas country']",62
Make A Little,7nDLdzyh2IDjL77JBmZTiQ,2017-09-22,55,181533,False,Midland,1DTZRmlVZBxx2wRQBtx6yi,225133,"['neo-traditional country', 'texas country']",62
Wake Me,6XRUiRFxayi9E6UKnOZhXn,2014-05-13,26,238167,False,Midnight Faces,5qRfSHifavRrWmkI9oaaIM,4226,['modern dream pop'],23
Beds Are Burning - Remastered,1CtAzw53AIXKjAemxy4b1j,1987-10-02,72,255680,False,Midnight Oil,72KyoXzp0NOQij6OcmZUxk,663747,"['australian rock', 'rock']",59
Blue Sky Mine - 2011 Remaster,6z9ehfxE973fOlKJKNJL2x,1990-06-10,58,255600,False,Midnight Oil,72KyoXzp0NOQij6OcmZUxk,663747,"['australian rock', 'rock']",59
Brother,05GMLY6KSf1GFJQuUj3dqD,2014-01-01,48,197832,False,Mighty Oaks,5AVJt6VYXT4hMRP8D3MRAC,154996,"['folk-pop', 'german indie', 'german indie folk']",52
Seven Days,0zOipwoosgSgV0QMu4Fcof,2014-01-01,38,186867,False,Mighty Oaks,5AVJt6VYXT4hMRP8D3MRAC,154996,"['folk-pop', 'german indie', 'german indie folk']",52
Stir Fry,2UVbBKQOdFAekPTRsnkzcf,2018-01-26,78,190288,True,Migos,6oMuImdp5ZcFhWP0ESe6mG,12484634,"['atl hip hop', 'hip hop', 'pop rap', 'rap', 'trap']",77
waves,7LP6AUTf4KD055DVxfBXOu,2015-06-26,44,202493,True,Miguel,360IAlyVv4PCEVjgyMZrxK,4118293,"['dance pop', 'pop', 'r&b', 'urban contemporary']",76
Animal,6vSq5q5DCs1IvwKIq53hj2,2009-01-01,61,263426,False,Miike Snow,4l1cKWYW591xnwEGxpUg3J,611272,"['alternative dance', 'electropop', 'indie rock', 'indietronica', 'modern rock', 'new rave', 'swedish electropop', 'swedish indie pop', 'swedish synthpop']",55
The Wave,1si9wrLogkenNU1c1EyIUo,2012-01-01,38,223493,False,Miike Snow,4l1cKWYW591xnwEGxpUg3J,611272,"['alternative dance', 'electropop', 'indie rock', 'indietronica', 'modern rock', 'new rave', 'swedish electropop', 'swedish indie pop', 'swedish synthpop']",55
Pretender,4GGiVWJuIDdbpYzdFEXEjU,2012-01-01,35,213813,False,Miike Snow,4l1cKWYW591xnwEGxpUg3J,611272,"['alternative dance', 'electropop', 'indie rock', 'indietronica', 'modern rock', 'new rave', 'swedish electropop', 'swedish indie pop', 'swedish synthpop']",55
Tubular Bells - Pt. I,7ERSQrRptZVM7q3VOdM7OL,1973-02-01,49,1561133,False,Mike Oldfield,562Od3CffWedyz2BbeYWVn,513400,"['album rock', 'art rock', 'new age', 'progressive rock', 'symphonic rock']",58
Crises - 2013 Remaster,3iKa5oAYercQOTrOBux76O,2013-01-01,27,1257868,False,Mike Oldfield,562Od3CffWedyz2BbeYWVn,513400,"['album rock', 'art rock', 'new age', 'progressive rock', 'symphonic rock']",58
Jade,2rBbC09iFhPi7QHYDNqXRx,2016-05-06,27,221013,False,Mike Posner,2KsP6tYLJlTBvSUxnwlVWa,1276625,"['dance pop', 'edm', 'pop', 'pop rap', 'rap']",69
Please Don't Go,6jg5SRvdGxvJ0DzNV0UqEK,2010-08-09,69,196813,False,Mike Posner,2KsP6tYLJlTBvSUxnwlVWa,1276625,"['dance pop', 'edm', 'pop', 'pop rap', 'rap']",69
I Took A Pill In Ibiza,3CCyVdprlcXui4ZwMw1hNS,2016-05-06,52,280800,True,Mike Posner,2KsP6tYLJlTBvSUxnwlVWa,1276625,"['dance pop', 'edm', 'pop', 'pop rap', 'rap']",69
"Who Are You, Really?",3NbajfMQ0ozDi1MG1YVyra,2010-06-29,52,147000,False,Mikky Ekko,1buzCmyYZE4kcdLRudsb8V,126592,['nashville indie'],63
