song,track_id,release_date,song_popularity,duration(ms),explicit,artist_name,artist_id,artist_follower_no,artist_genres,artist_popularity
"I Don't Want to Miss a Thing - From ""Armageddon"" Soundtrack",6lEuFGrUqR9Yc6hSsHPnYP,1998-08-18,76,299760,False,Aerosmith,7Ey4PD4MYsKc5I2dolUwbH,12426226,"['album rock', 'classic rock', 'hard rock', 'rock']",74
Sweet Emotion,24NwBd5vZ2CK8VOQVnqdxr,1975-04-08,74,274133,False,Aerosmith,7Ey4PD4MYsKc5I2dolUwbH,12426226,"['album rock', 'classic rock', 'hard rock', 'rock']",74
Dream On,5MxNLUsfh7uzROypsoO5qe,1973-01-05,80,266960,False,Aerosmith,7Ey4PD4MYsKc5I2dolUwbH,12426226,"['album rock', 'classic rock', 'hard rock', 'rock']",74
Shrunk,1CXfq8G5lBVyJQ82UIFWH1,2016-04-29,44,188613,True,Aesop Rock,2fSaE6BXtQy0x7R7v9IOmZ,389316,"['abstract hip hop', 'alternative hip hop', 'conscious hip hop', 'escape room', 'hip hop']",54
Kirby,38DEoY02UZW4TsPEQOdC3S,2016-04-29,48,166906,False,Aesop Rock,2fSaE6BXtQy0x7R7v9IOmZ,389316,"['abstract hip hop', 'alternative hip hop', 'conscious hip hop', 'escape room', 'hip hop']",54
Moongod,54LcV9HzyNTrwbYYY88XD5,2012-10-13,22,341175,False,Aeternam,2rC2vtci4S1g3irfTDyi9s,10664,"['melodic death metal', 'symphonic death metal']",23
Invading Jerusalem,3ReP2W54WiZqfjhcYy2xLP,2012-10-13,12,192871,False,Aeternam,2rC2vtci4S1g3irfTDyi9s,10664,"['melodic death metal', 'symphonic death metal']",23
Cosmogony,33RjAmb18LXGsepgHgt3Qn,2012-10-13,15,290958,False,Aeternam,2rC2vtci4S1g3irfTDyi9s,10664,"['melodic death metal', 'symphonic death metal']",23
Gi Mer,1egS3W6ZKpba37nFDYRd8L,2019-03-01,1,189913,False,African Sunz,0Awbgcuh9HNrl9mtrwiHyo,405,,4
Crazy Rap (Colt 45 & 2 Zig Zags),1ACZpHI5vZ5Ea4xGlkdGWM,2001-08-28,75,328666,True,Afroman,4Icvbp9RDt5aY2TWDOVDsr,360936,"['comedy rap', 'gangster rap', 'hip hop', 'rap']",61
Der Kommissar,0ROtxObpdDA25o5DriPSOk,1979,49,337186,False,After The Fire,194g4SFwSSzyPtgkH7v3Cx,10256,"['new wave', 'new wave pop']",37
I Am The Wooden Doors,3F5h3W6HLDW4xyqs1xvfK2,2002,28,371200,False,Agalloch,3Meu28o8P5z9Zjm6NTGihT,136623,"['atmospheric black metal', 'atmospheric doom', 'black metal', 'blackgaze', 'cascadian black metal', 'doom metal', 'pagan black metal', 'portland metal', 'post-metal', 'usbm']",38
Divisionary (Do The Right Thing),2NWxaKZ9Ln0fmHrjLz45oJ,2014-03-25,37,249557,False,Ages and Ages,3DozezNrsIE37kJJfHhS9M,21857,['portland indie'],31
Dorian,0ZilhIkx5dOgRSi7GdnKqp,2013-09-30,52,288334,False,Agnes Obel,1rKrEdI6GKirxWHxIUPYms,743595,['chamber pop'],57
Fuel to Fire,3fHDbOrSf2IQhLeKaShLS4,2013-09-30,54,329821,False,Agnes Obel,1rKrEdI6GKirxWHxIUPYms,743595,['chamber pop'],57
Golden Green,2HVex0KJj4n6bozzqYLBi6,2016-10-21,35,239703,False,Agnes Obel,1rKrEdI6GKirxWHxIUPYms,743595,['chamber pop'],57
Stone,2PjRKkS066X2viuHOeULov,2016-10-21,43,236602,False,Agnes Obel,1rKrEdI6GKirxWHxIUPYms,743595,['chamber pop'],57
Riverside,4vJ2nNBA6sxAUN5kLGPq3Q,2010-10-04,46,228546,False,Agnes Obel,1rKrEdI6GKirxWHxIUPYms,743595,['chamber pop'],57
September Song,2EuqgpA1cTC95AQUgCcZHk,2013-09-30,58,204331,False,Agnes Obel,1rKrEdI6GKirxWHxIUPYms,743595,['chamber pop'],57
Give It to Me,1Y84lXBGSuri3tDPUkFwXT,2016-08-16,61,149524,False,Agust D,5RmQ8k4l3HZ8JoPb4mNsML,9259945,['k-rap'],65
Danzones de Agustín Lara,5q0PyoP6LF7mC2rrlehERc,2018-05-27,9,176300,False,Agustí Fernández,2iI6nAkXJbWcL1mk8911He,575,,1
Distrust,4oxBuMPLQxQYVPYOdCOG77,2016-06-30,39,213350,True,Ailbhe Reddy,1YQiMR5M12HJ28hkJz7qnn,10491,['irish indie'],33
Cold Water Music,4aY26H8RJQ6zcvovm85GVg,1999,47,344360,False,Aim,1ILwJ5zliBLMsRARQJjOMp,73251,"['big beat', 'electronica', 'ninja', 'nu jazz', 'trip hop', 'turntablism']",43
Save Me,0EqtsCvcDjEz6svFsaV5HN,1999-12-07,56,274493,False,Aimee Mann,3UpIbyXfGzmHG6TMH4dJEk,208900,"['lilith', 'new wave pop', 'permanent wave', 'pop rock']",48
One,5e7OZ8PyDJYQdGAiidCPad,1999-12-07,45,173653,False,Aimee Mann,3UpIbyXfGzmHG6TMH4dJEk,208900,"['lilith', 'new wave pop', 'permanent wave', 'pop rock']",48
Wise Up,0SpdCj83hKPcwTqNzUkWXr,2000-05-02,41,221870,False,Aimee Mann,3UpIbyXfGzmHG6TMH4dJEk,208900,"['lilith', 'new wave pop', 'permanent wave', 'pop rock']",48
Goose Snow Cone,24NbwTMfsr94HSKyMMd8LB,2017-03-31,35,215569,False,Aimee Mann,3UpIbyXfGzmHG6TMH4dJEk,208900,"['lilith', 'new wave pop', 'permanent wave', 'pop rock']",48
The Scientist (Live),7qma5VZZ9cgKyLFX0u0qdx,2003-12-09,20,259706,False,Aimee Mann,3UpIbyXfGzmHG6TMH4dJEk,208900,"['lilith', 'new wave pop', 'permanent wave', 'pop rock']",48
You Could Make A Killing,6SNL85ZHgi5FjmVsX48o9j,1999-01-01,35,215466,False,Aimee Mann,3UpIbyXfGzmHG6TMH4dJEk,208900,"['lilith', 'new wave pop', 'permanent wave', 'pop rock']",48
Making Love Out of Nothing at All,01MXkFA8sL7at6txavDErt,2018-02-02,70,341746,False,Air Supply,4xXCRXOfQKQ2gjWxNhNzYW,3238092,"['mellow gold', 'soft rock']",67
Åsåm,2slgj8IIhBQDhD2lzWD0Tg,2018-11-23,7,210000,False,Akeron,58A2Df7H9n3ICbQHLvu8zT,857,['norwegian hip hop'],9
Right Now (Na Na Na),1ARJhjuI6TNYZCxYygFQ4F,2008-01-01,67,240746,False,Akon,0z4gvV4rjIZ9wHck67ucSV,3266646,['dance pop'],78
Woman,397Fgk4f6ULuDgVkwSNeAH,2017-10-06,42,208438,False,Akshin Alizadeh,6eBIpic8O1RW435sVsjYfy,20130,['persian electronic'],39
Мало,0iZe6FpG6eZ0x4w9OAwubb,2001,39,195460,False,Akula,28YqmJDCsushOdmesc84MQ,75779,"['russian pop', 'russian rave']",28
Кислотный DJ,4XCLLIGrzkTUQGkePdlVZD,2001,38,235510,False,Akula,28YqmJDCsushOdmesc84MQ,75779,"['russian pop', 'russian rave']",28
Song of the South,2uX5f3x2cObov0iDAPln4o,1980,68,190800,False,Alabama,6rJqqRce0Kvo2dJUXoHleC,1086905,"['country', 'country road', 'country rock']",63
Dixieland Delight - Single Edit,6ZijsJ9Oh0xgOdY0O1xCWN,1980,61,236426,False,Alabama,6rJqqRce0Kvo2dJUXoHleC,1086905,"['country', 'country road', 'country rock']",63
Mountain Music,7BjmEKAVTnJNkRNaUzBy2K,2004-10-08,59,218613,False,Alabama,6rJqqRce0Kvo2dJUXoHleC,1086905,"['country', 'country road', 'country rock']",63
If You're Gonna Play in Texas (You Gotta Have a Fiddle in the Band),4lDHpM8kYUjVScfD8nfQ7A,1980,57,212666,False,Alabama,6rJqqRce0Kvo2dJUXoHleC,1086905,"['country', 'country road', 'country rock']",63
A Well Respected Man,5e3isD5st7PGYzSJuoRSIV,1965-03-05,57,161586,False,Alabama 3,25zUD40u8M2kJmdcabBzrz,51058,"['big beat', 'dance rock']",43
Chattahoochee,59kHPbwyyCApYA8RQQEuXm,1992-10-09,73,148160,False,Alan Jackson,4mxWe1mtYIYfP040G38yvS,2010907,"['contemporary country', 'country', 'country road']",71
Where I Come From,6ej1QJ8eIYmhsyTlvgDajy,2010-11-19,57,239240,False,Alan Jackson,4mxWe1mtYIYfP040G38yvS,2010907,"['contemporary country', 'country', 'country road']",71
Little Bitty,2IY559smG7SXYk229NA2Vl,1996-09-30,67,158626,False,Alan Jackson,4mxWe1mtYIYfP040G38yvS,2010907,"['contemporary country', 'country', 'country road']",71
Livin' On Love,26iYJEimPCE0ozDlpj0UFN,2010-11-19,59,228733,False,Alan Jackson,4mxWe1mtYIYfP040G38yvS,2010907,"['contemporary country', 'country', 'country road']",71
Overture,1IvMhKEYofTzkDHXaOan1B,2017-03-10,45,185560,False,Alan Menken,5sy77gt4bfsLcSQ8GIe4ZZ,98283,"['broadway', 'disney', 'hollywood', 'movie tunes', 'orchestral soundtrack', 'show tunes']",58
Farewell To Bucky,0oeFjttBPfv78XRkNNazRK,2011-01-01,23,169533,False,Alan Silvestri,0Xk15jHKly4c3AhPr5vjoA,260718,"['orchestral soundtrack', 'soundtrack']",57
Dream Is Collapsing,5xKVYMxOHB2XRLCUafFrz6,2010-07-09,55,143800,False,Alan Silvestri,0Xk15jHKly4c3AhPr5vjoA,260718,"['orchestral soundtrack', 'soundtrack']",57
Night At The Museum,1r8Qi1Q8V6l7hpZwmAJ1pL,2006-01-01,42,155826,False,Alan Silvestri,0Xk15jHKly4c3AhPr5vjoA,260718,"['orchestral soundtrack', 'soundtrack']",57
Rey's Theme,5wsHtmFHWntJzcN6n8ivjd,2015-12-18,52,191066,False,Alan Silvestri,0Xk15jHKly4c3AhPr5vjoA,260718,"['orchestral soundtrack', 'soundtrack']",57
Faded,698ItKASDavgwZ3WjaWjtz,2018-12-14,79,212106,False,Alan Walker,7vk5e3vY1uw9plTHJAMwjN,34472897,['electro house'],80
The Spectre,2DGa7iaidT5s0qnINlwMjJ,2017-09-15,72,193787,False,Alan Walker,7vk5e3vY1uw9plTHJAMwjN,34472897,['electro house'],80
Sing Me to Sleep,1tfVpMI8G6EakZU4rEja4w,2018-12-14,66,187800,False,Alan Walker,7vk5e3vY1uw9plTHJAMwjN,34472897,['electro house'],80
Ironic - 2015 Remaster,1d6KS9GH06JAd19uiBy9IE,1995,72,230000,False,Alanis Morissette,6ogn9necmbUdCppmNnGOdi,2284604,"['canadian pop', 'canadian singer-songwriter', 'pop rock', 'singer-songwriter']",67
Head over Feet - Live / Unplugged,0HxDXAUayBZXU8ZaWdBKyc,1999-11-12,51,262560,False,Alanis Morissette,6ogn9necmbUdCppmNnGOdi,2284604,"['canadian pop', 'canadian singer-songwriter', 'pop rock', 'singer-songwriter']",67
Black Velvet,1KU5EHSz04JhGg3rReGJ0N,1989-03-14,72,287440,False,Alannah Myles,6IYnSXO40Bh7Zdqhf6rQoj,84757,"['classic canadian rock', 'new wave pop']",54
In Transit,1Jte640nBiOWyuD7N0odNZ,2006,49,212680,False,Albert Hammond Jr,1Li0eIWeMeWcOOWpImcG9H,210801,"['alternative rock', 'indie rock', 'modern rock', 'rock']",49
Let Me Down Slowly,2qxmye6gAegTMjLKEBoR3d,2018-11-16,84,169353,False,Alec Benjamin,5IH6FPUwQTxPSXurCrcIov,3672985,"['alt z', 'dream smp', 'electropop', 'pop']",76
If We Have Each Other,7pT6WSg4PCt4mr5ZFyUfsF,2018-11-16,75,181522,False,Alec Benjamin,5IH6FPUwQTxPSXurCrcIov,3672985,"['alt z', 'dream smp', 'electropop', 'pop']",76
1994,5Ys68FZdQFcFw7IgkANVoM,2018-11-16,57,184121,False,Alec Benjamin,5IH6FPUwQTxPSXurCrcIov,3672985,"['alt z', 'dream smp', 'electropop', 'pop']",76
Take Us Back,4eROoiEAswdNsn3bMQIfDt,2009-02-17,35,285240,False,Alela Diane,2QIHd0B2VIKlmLyoq4lUr7,107170,"['chamber pop', 'indie folk', 'new weird america', 'stomp and holler']",47
Dancing On My Own,2BOqDYLOJBiMOXShCV1neZ,2018-03-09,80,260285,False,Alessia Cara,2wUjUUtkb5lvLKcGKsKqsR,10517951,"['canadian contemporary r&b', 'canadian pop', 'dance pop', 'pop', 'post-teen pop', 'uk pop']",74
The Other Side (Alessia Cara Version),5stBjr01wRUJa6BGqkxPD7,2017-04-14,43,199285,False,Alessia Cara,2wUjUUtkb5lvLKcGKsKqsR,10517951,"['canadian contemporary r&b', 'canadian pop', 'dance pop', 'pop', 'post-teen pop', 'uk pop']",74
Scars To Your Beautiful,0wI7QkCcs8FUQE1OkXUIqd,2015-11-13,78,230240,False,Alessia Cara,2wUjUUtkb5lvLKcGKsKqsR,10517951,"['canadian contemporary r&b', 'canadian pop', 'dance pop', 'pop', 'post-teen pop', 'uk pop']",74
River Of Tears,3ArYVrRb0lDBLzuJJqIXzC,2016-03-11,63,254506,False,Alessia Cara,2wUjUUtkb5lvLKcGKsKqsR,10517951,"['canadian contemporary r&b', 'canadian pop', 'dance pop', 'pop', 'post-teen pop', 'uk pop']",74
Here,5zUQZjVB6bfewBXWqsP9PY,2015-11-13,67,199453,False,Alessia Cara,2wUjUUtkb5lvLKcGKsKqsR,10517951,"['canadian contemporary r&b', 'canadian pop', 'dance pop', 'pop', 'post-teen pop', 'uk pop']",74
7 Days,6qVwzCWDC6Kiatl7v2it7D,2018-11-30,41,208680,False,Alessia Cara,2wUjUUtkb5lvLKcGKsKqsR,10517951,"['canadian contemporary r&b', 'canadian pop', 'dance pop', 'pop', 'post-teen pop', 'uk pop']",74
REMEDY,6jreFSOTUAViWjKyzOC4Kg,2018-08-31,67,190295,False,Alesso,4AVFqumd2ogHFlRbKIjp1t,3837145,"['dance pop', 'edm', 'electro house', 'pop', 'pop dance', 'tropical house']",75
TIME,108r6pnZHStBIktpyyps9w,2019-03-08,47,166000,False,Alesso,4AVFqumd2ogHFlRbKIjp1t,3837145,"['dance pop', 'edm', 'electro house', 'pop', 'pop dance', 'tropical house']",75
Little Do You Know,1almCHdsfikRPfVB9VrEdT,2014-10-06,76,185200,False,Alex & Sierra,58MLl9nC29IXbE4nEtuoP2,1097567,"['neo mellow', 'pop', 'pop rock', 'post-teen pop', 'uk pop', 'viral pop']",60
Make Me Feel Better - Radio Edit,6bH162bE1m4KN3XHsvRwJD,2016-09-26,35,198395,False,Alex Adair,1mrrvBvbrm28iYaPlJ9mG5,40006,"['house', 'tropical house']",51
The Child,43sGFmqBOGGUmCu51nEU6K,1999-01-01,45,274640,False,Alex Gopher,0ADS8B9CUYtbFLvjT99Ktw,20502,['filter house'],38
Hiding tonight,0x47zt71IYykbt1ET933pJ,2011-03-15,45,186720,False,Alex Turner,1ctkBmvz80MGyi72Ix055S,685482,"['modern rock', 'rock', 'sheffield indie']",61
Stuck on the puzzle,7w6QlKAOcNEnqRgrnJvQtr,2011-03-15,54,211053,False,Alex Turner,1ctkBmvz80MGyi72Ix055S,685482,"['modern rock', 'rock', 'sheffield indie']",61
It's hard to get around the wind,1XYX4JnSULbKGCi5uSjeJy,2011-03-15,43,247013,False,Alex Turner,1ctkBmvz80MGyi72Ix055S,685482,"['modern rock', 'rock', 'sheffield indie']",61
Mr. Saxobeat - Radio Edit,3SjD8uPu0wlhN4DDuKPQve,2021-03-29,41,195105,False,Alexandra Stan,0BmLNz4nSLfoWYW1cYsElL,355974,"['dance pop', 'electropop', 'romanian pop']",60
Lily's Theme,3Ra4rkq1ExwPXwrPQeHBWg,2011-07-12,59,148813,False,Alexandre Desplat,71jzN72g8qWMCMkWC5p1Z0,283415,"['french soundtrack', 'orchestral soundtrack', 'soundtrack']",60
Why Should I?,3INd0EixltbQ0p00RlKl8v,2018-12-09,13,236885,False,Alexi Blue,754qtlcOAFIdkFAjxuPk34,31759,['la pop'],32
What I Wish for You,1B7R5WwmUxpnwO3fVRICMR,2018-10-14,13,223080,False,Alexi Blue,754qtlcOAFIdkFAjxuPk34,31759,['la pop'],32
All My Days,3RPerpXuNznZbCuWYEBz5i,2006-06-06,59,297120,False,Alexi Murdoch,25mrbNwFzoqPWyYXLhiDRw,245968,"['acoustic pop', 'british singer-songwriter', 'indie folk', 'neo mellow', 'stomp and holler']",50
Love Me Now,6nxQdXa1uAL0rY72wPZu89,2016-12-02,64,210293,False,Alexia John,2ow6GgIzFOQprodH27PvHz,6,,0
Be Mine,2o4T1vhu0kbTcKCGxFsSiw,2015-07-10,26,207133,False,Alice Boman,3WiytRnvoL0kT3oAGl9TCt,36354,"['malmo indie', 'swedish singer-songwriter']",39
Waiting,4uVC8WydYHDmemPeYov9rZ,2014-06-03,38,184320,False,Alice Boman,3WiytRnvoL0kT3oAGl9TCt,36354,"['malmo indie', 'swedish singer-songwriter']",39
Better Off Alone,5XVjNRubJUW0iPhhSWpLCj,2000-10-01,71,214883,False,Alice Deejay,2tbvDi9eXf9XXp06LupkED,104480,"['eurodance', 'europop']",57
The Logical Song - Radio Edit [Remastered],0OpsdOxCH5frtDmBNRQDEF,2013-06-07,62,234055,False,Alice Deejay,2tbvDi9eXf9XXp06LupkED,104480,"['eurodance', 'europop']",57
Would?,5sFDReWLrZHLFZFjHsjUTS,1992-09-29,72,206773,False,Alice In Chains,64tNsm6TnZe2zpcMVMOoHL,4038597,"['alternative metal', 'alternative rock', 'grunge', 'hard rock', 'nu metal', 'rock']",69
No Excuses,4PtZE0h5oyPhCtPjg3NeYQ,1994,63,255573,False,Alice In Chains,64tNsm6TnZe2zpcMVMOoHL,4038597,"['alternative metal', 'alternative rock', 'grunge', 'hard rock', 'nu metal', 'rock']",69
Man in the Box,6gZVQvQZOFpzIy3HblJ20F,1990-08-01,75,285200,True,Alice In Chains,64tNsm6TnZe2zpcMVMOoHL,4038597,"['alternative metal', 'alternative rock', 'grunge', 'hard rock', 'nu metal', 'rock']",69
"Down In A Hole - Live at the Majestic Theatre, Brooklyn, NY - April 1996",2yBAPa9HZj3P2szSaaj4k1,1996-07-29,56,346026,False,Alice In Chains,64tNsm6TnZe2zpcMVMOoHL,4038597,"['alternative metal', 'alternative rock', 'grunge', 'hard rock', 'nu metal', 'rock']",69
Rooster,0wvIGFIgbyz4JNwQhZgTv2,1992-09-29,70,374333,False,Alice In Chains,64tNsm6TnZe2zpcMVMOoHL,4038597,"['alternative metal', 'alternative rock', 'grunge', 'hard rock', 'nu metal', 'rock']",69
Girl on Fire,4esOae7i4rqTbAu9o5Pxco,2012-11-18,77,224920,False,Alicia Keys,3DiDSECUqqY1AuBP8qtaIa,9846655,"['hip pop', 'neo soul', 'pop', 'r&b', 'urban contemporary']",77
Empire State of Mind (Part II) Broken Down,5sra5UY6sD658OabHL3QtI,2009-12-15,72,216480,False,Alicia Keys,3DiDSECUqqY1AuBP8qtaIa,9846655,"['hip pop', 'neo soul', 'pop', 'r&b', 'urban contemporary']",77
No One,6IwKcFdiRQZOWeYNhUiWIv,2007-11-09,78,253813,False,Alicia Keys,3DiDSECUqqY1AuBP8qtaIa,9846655,"['hip pop', 'neo soul', 'pop', 'r&b', 'urban contemporary']",77
If I Ain't Got You,3XVBdLihbNbxUwZosxcGuJ,2003-12-02,79,228706,False,Alicia Keys,3DiDSECUqqY1AuBP8qtaIa,9846655,"['hip pop', 'neo soul', 'pop', 'r&b', 'urban contemporary']",77
Un-thinkable (I'm Ready),4JOP8ELK6AaeySe7sKe996,2009-12-15,64,249240,False,Alicia Keys,3DiDSECUqqY1AuBP8qtaIa,9846655,"['hip pop', 'neo soul', 'pop', 'r&b', 'urban contemporary']",77
Your Song - Bonus Track,1a9hBnJodCsNcp0HoJAObp,2010-01-01,63,191826,False,Alissa Angelina,5SZ62nZOoAxLOwN6Gr6RjC,91,,1
Dangerous Woman,6RUhbFEhrvGISaQ8u2j2JN,2016-05-20,68,235946,False,Alissa Ariana,5OFUXCyUfBUpLWIpXwH0lb,182,['deep funk ostentacao'],7
Children Of The Revolution,3P4uUs9X0cPw7rf37NTndV,1972-09-08,44,150186,False,All Star Tribute Band,1AhwA1BRY5gQMBkJtNCtuC,177,,4
"Dear Maria, Count Me In",0JJP0IS4w0fJx01EcrfkDe,2007-09-25,77,182826,False,All Time Low,46gyXjRIvN1NL1eCB8GBxo,2821296,"['modern rock', 'pop punk', 'rock']",68
The Reckless And The Brave,2oiPju78ZfnBRePyM95iq6,2012-10-09,46,199491,False,All Time Low,46gyXjRIvN1NL1eCB8GBxo,2821296,"['modern rock', 'pop punk', 'rock']",68
Backseat Serenade,47eL0bckn5g3k5VBwgu969,2012-10-09,58,201075,False,All Time Low,46gyXjRIvN1NL1eCB8GBxo,2821296,"['modern rock', 'pop punk', 'rock']",68
For Baltimore,6kYGBXtrbXtl1vcbmD1bWG,2012-10-09,42,188992,False,All Time Low,46gyXjRIvN1NL1eCB8GBxo,2821296,"['modern rock', 'pop punk', 'rock']",68
Paint You Wings,5WHACgW5H1aCA2FXILZt8D,2012-10-09,40,220037,False,All Time Low,46gyXjRIvN1NL1eCB8GBxo,2821296,"['modern rock', 'pop punk', 'rock']",68
"Oh, Calamity!",02Yrhsjo8H8UkjOm0kr7ca,2013-09-30,47,226328,False,All Time Low,46gyXjRIvN1NL1eCB8GBxo,2821296,"['modern rock', 'pop punk', 'rock']",68
For Baltimore (Acoustic),0uG7aO1e59rc83mD93ZE6C,2013-09-30,35,209359,False,All Time Low,46gyXjRIvN1NL1eCB8GBxo,2821296,"['modern rock', 'pop punk', 'rock']",68
Somewhere In Neverland (Acoustic),5CVXM0oPrmzZykiMP6FMr5,2013-09-30,39,220598,False,All Time Low,46gyXjRIvN1NL1eCB8GBxo,2821296,"['modern rock', 'pop punk', 'rock']",68
The Reckless and the Brave (Acoustic),4gWBr7M8BcD1GkddMEMVIN,2013-09-30,33,217506,False,All Time Low,46gyXjRIvN1NL1eCB8GBxo,2821296,"['modern rock', 'pop punk', 'rock']",68
Backseat Serenade (Acoustic),1cyp7q6L1RMbACJVr01DWU,2013-09-30,39,194810,False,All Time Low,46gyXjRIvN1NL1eCB8GBxo,2821296,"['modern rock', 'pop punk', 'rock']",68
Therapy,371Tb0eNfpjpSqggjcLv8c,2009-07-07,59,224200,False,All Time Low,46gyXjRIvN1NL1eCB8GBxo,2821296,"['modern rock', 'pop punk', 'rock']",68
Catamaran,4H0KLsPpr5atperrHGfz3x,2012-10-28,56,212986,False,Allah-Las,2yDodJUwXfdHzg4crwslUp,242309,"['indie surf', 'neo-psychedelic', 'noise pop']",53
Bad Ideas,0uNU2DnGjyjzqeaK3z5rSi,2016-07-15,54,166213,False,Alle Farben,61ipISvUVa5LkJlKZnm3Oo,318367,"['dance pop', 'deep euro house', 'edm', 'german dance', 'pop dance', 'tropical house']",66
Unaware,5pF6yJ6UGGxeOhCkzRliSR,2012-06-26,47,349493,False,Allen Stone,536osqBGKzeozje8BfcGsa,304920,['retro soul'],53
Paper Love,2QffgsYVZkvMQsZmQdgf2L,2017-06-09,53,197673,False,Allie X,0wnYgCeP013HkKoOyC5V32,778377,"['alt z', 'art pop', 'australian pop', 'canadian electropop', 'canadian pop', 'dance pop', 'dark pop', 'electropop', 'escape room', 'indie poptimism', 'metropopolis', 'pop', 'post-teen pop', 'tropical house']",56
Kid Wonder,3UlnJciJMXFgnIubWkoghm,2018-09-07,35,167952,False,Allie X,0wnYgCeP013HkKoOyC5V32,778377,"['alt z', 'art pop', 'australian pop', 'canadian electropop', 'canadian pop', 'dance pop', 'dark pop', 'electropop', 'escape room', 'indie poptimism', 'metropopolis', 'pop', 'post-teen pop', 'tropical house']",56
Ramblin' Man,5cfYurP1XKldMBtvBBJiTs,1989-06-20,69,288506,False,Allman Brothers Band,4wQ3PyMz3WwJGI5uEqHUVR,1332979,"['album rock', 'blues rock', 'classic rock', 'country rock', 'double drumming', 'electric blues', 'folk rock', 'hard rock', 'jam band', 'mellow gold', 'rock', 'roots rock', 'soft rock', 'southern rock']",63
Midnight Rider,1hHGUdFaiJHw9hVZGJWYO2,1970-09-18,72,180066,False,Allman Brothers Band,4wQ3PyMz3WwJGI5uEqHUVR,1332979,"['album rock', 'blues rock', 'classic rock', 'country rock', 'double drumming', 'electric blues', 'folk rock', 'hard rock', 'jam band', 'mellow gold', 'rock', 'roots rock', 'soft rock', 'southern rock']",63
"Mountain Jam (Theme From “First There Is A Mountain”) - Live At The Fillmore East, March 12 & 13, 1971",5CahDIpRZSLStfqNdznMoE,1972-02-12,36,2023315,False,Allman Brothers Band,4wQ3PyMz3WwJGI5uEqHUVR,1332979,"['album rock', 'blues rock', 'classic rock', 'country rock', 'double drumming', 'electric blues', 'folk rock', 'hard rock', 'jam band', 'mellow gold', 'rock', 'roots rock', 'soft rock', 'southern rock']",63
I Need A Dollar,3oUphdZVPyrsprZ8FgbmQS,2010-09-28,66,243053,False,Aloe Blacc,0id62QV2SZZfvBn9xpmuCl,681131,"['pop soul', 'r&b']",65
King Is Born,42oDlc0uKug0m43EKnqqJV,2017-07-11,45,191070,False,Aloe Blacc,0id62QV2SZZfvBn9xpmuCl,681131,"['pop soul', 'r&b']",65
The Man,2stPxcgjdSImK7Gizl8ZUN,2014-01-01,58,254880,False,Aloe Blacc,0id62QV2SZZfvBn9xpmuCl,681131,"['pop soul', 'r&b']",65
Brooklyn In The Summer,5bTysxqGHXdSGiZVgljzCY,2018-05-11,56,208214,False,Aloe Blacc,0id62QV2SZZfvBn9xpmuCl,681131,"['pop soul', 'r&b']",65
Wake Me Up - Acoustic,5axBwqXk8lLdtdc1tLCNPn,2014-01-01,46,225106,False,Aloe Blacc,0id62QV2SZZfvBn9xpmuCl,681131,"['pop soul', 'r&b']",65
Into the Stars,0KJ8KUtKf4BcfPDDpwpHOC,2001,25,260746,False,Alphawezen,6cBl12xCyM4cyzimUVGHZl,5959,['trip hop'],27
Gun Song,2A7eLgtL4yqk34WjSyzcPy,2007-10-30,32,195240,False,Alphawezen,6cBl12xCyM4cyzimUVGHZl,5959,['trip hop'],27
Taro,4tmwiN9YU7xMjh2hoqcVuI,2012-09-18,56,305980,False,Alternative Jazz Lounge,0MVmK9MJxpskVkd0MbJ7HL,1929,,15
"Archie, Marry Me",5HLes17mwCwKt81mi0Tk35,2014-07-22,62,196560,False,Alvvays,3kzwYV3OCB010YfXMF0Avt,402950,"['dream pop', 'dreamo', 'indie pop', 'indie rock', 'shoegaze', 'toronto indie']",56
Potential Breakup Song,11dxtPJKR4E0wlSr0A0t47,2007-01-01,69,219773,False,Aly & AJ,5wugb0kaq0J6nyQ5Xgd17i,588247,"['dance pop', 'electropop', 'girl group', 'indie pop', 'pop', 'post-teen pop']",60
Like Whoa,44e84JcEUfOs9cNGu8nwU5,2007-01-01,55,150826,False,Aly & AJ,5wugb0kaq0J6nyQ5Xgd17i,588247,"['dance pop', 'electropop', 'girl group', 'indie pop', 'pop', 'post-teen pop']",60
"Gravity Wall (From ""Re:Creators"")",7LghJkyRhaNo3a4LOgoltu,2018-04-03,31,221538,False,AmaLee,4sf4DrAOkheqktxTyKm7tO,393362,['otacore'],60
Little House,1pG0MqQzGMalMl5T8byNIv,2010-01-01,34,204373,False,Amanda Seyfried,5RZjpmuD14JKXvB8Ry1G1u,85013,"['hollywood', 'pop']",67
I Have A Dream - From 'Mamma Mia!' Original Motion Picture Soundtrack,77bIDfQElFrLQjp2ZdTaam,2008-01-01,61,262373,False,Amanda Seyfried,5RZjpmuD14JKXvB8Ry1G1u,85013,"['hollywood', 'pop']",67
I Want to Know What Love Is,3HszEQiMdPTNcglWcnMGk3,2016-03-23,44,246999,False,Amason,4cJKxS7uOPhwb5UQ70sYpN,54785,['swedish pop'],44
Come Home,64rMTX1i830wWSiHeLkFC9,2013-03-19,12,171625,False,Amatorski,2EhKugPFLPLqUSXDfTffEm,13110,"['belgian indie', 'belgian post-rock', 'belgian rock', 'ghent indie']",25
