song,track_id,release_date,song_popularity,duration(ms),explicit,artist_name,artist_id
Quién Me Ha Robado el Mes de Abril,1fm8q8fynkggbVDXShFoiw,2014-06-16,52,294973,False,Joaquín Sabina,4aeIWo5CMF1uRmqgJdwkZW
Asi Estoy Yo Sin Ti,345wiXlfRlPPmZE9qOLpcq,1987-08-31,49,306133,False,Joaquín Sabina,4aeIWo5CMF1uRmqgJdwkZW
Y Nos Dieron las Diez,1eCie6lwjb4crxeAvkRaSi,1992-04-10,64,302933,False,Joaquín Sabina,4aeIWo5CMF1uRmqgJdwkZW
A la Orilla de la Chimenea,6NQvRUIZZ2z5EUaFd9OloQ,1992-04-10,54,248893,False,Joaquín Sabina,4aeIWo5CMF1uRmqgJdwkZW
La del Pirata Cojo,5YcnJNBgUcYkPyINuUb2Zb,1992-04-10,53,278026,False,Joaquín Sabina,4aeIWo5CMF1uRmqgJdwkZW
Pobre Cristina,0vlv7IITVcisuaXZr6bsoQ,1990-05-07,36,270506,False,Joaquín Sabina,4aeIWo5CMF1uRmqgJdwkZW
Y Si Amanece por Fin,2DgelO2bnAAAgy2OJbjB72,1990-05-07,44,278066,False,Joaquín Sabina,4aeIWo5CMF1uRmqgJdwkZW
El Muro de Berlin,0RZtzFLW7pCgv94pHK9Oaq,1990-05-07,32,258000,False,Joaquín Sabina,4aeIWo5CMF1uRmqgJdwkZW
Mentiras Piadosas,0NiJsitQ3VO6DOUDPCR8A2,2014-06-16,41,211466,False,Joaquín Sabina,4aeIWo5CMF1uRmqgJdwkZW
Ataque de Tos,5THYvLooAoedJp6EhPsne0,1990-05-07,30,243533,False,Joaquín Sabina,4aeIWo5CMF1uRmqgJdwkZW
Tiramisu de Limon,0x8BlHc0tPoiY8zAzsD2Wa,2009-11-17,47,251986,False,Joaquín Sabina,4aeIWo5CMF1uRmqgJdwkZW
Crisis,5dmp2FSnNIpfNi334Zj7Wg,2009-11-17,29,226093,False,Joaquín Sabina,4aeIWo5CMF1uRmqgJdwkZW
You’re the Best,63Xm5g5YcxzoTS5o9a4DxE,2022-03-20,13,173626,False,"Joe ""Bean"" Esposito",4PCSnq8Q3hxOTn3ro4cl0M
Feelin' Alright,0Jl5bIEve3A4axcjY3EgDZ,1969-05-01,62,250840,False,Joe Cocker,3pFCERyEiP5xeN2EsPXhjI
Taking Over,1nvBoPz0o0Y5WYT5aaoSKZ,2013-06-24,53,336867,False,Joe Goddard,380fnmlGnkyueBMqGWx2k5
Got The Time,3KN86akwYYXnMX6pBqw9d0,1979-01-05,51,178533,False,Joe Jackson,6KOqPxwfNAmZPkiCnDE9yT
Yeah,43lL05gZ1DqG4YJ74rCPmM,2013-10-08,58,231026,False,Joe Nichols,4aJTB79uwT4sP0Nb8QGWHc
Tequila Makes Her Clothes Fall Off,6IC6VhpV7D8T1t037Atqpu,2005-01-01,69,187053,False,Joe Nichols,4aJTB79uwT4sP0Nb8QGWHc
Life's Been Good,2wvMC5EyaaYQwBfiwwY2xE,1978-06-01,69,536226,False,Joe Walsh,5bDxAyJiTYBat1YnFJhvEK
For Wee Folks,7kFpCWoKe2iqZSsBe9xwm5,2016-09-09,40,388040,False,Joey Alexander,0FcNSKwWZJb98ry9M2qEII
Your Favorite Place,2p6es5NEF5CBRrKC1lJHri,2017-12-11,44,221536,False,Joey Pecoraro,44insiIQApkRaCMIbuaISJ
"Hearts On Fire - From ""Rocky IV"" Soundtrack",5vI0C3TDTxySR6Oq8NWjE0,1985,62,252920,False,John Cafferty,0fPK3TAseRcy6sAS8U8pEw
Halloween Theme - Main Title,7swocJUCUWTCiRUAU9oerC,2010-09-17,49,175333,False,John Carpenter,0hxQtmgWiPtEsDPeIuKxXq
Naima - Mono,5cAwEKmadsW4nCYe9QUvgU,1960,53,265049,False,John Coltrane Quartet,67PZTxaHKMZBFRUh8wIzCy
Hum With Me,4DfxFGwreu9BquiLRClwh8,2017-06-09,53,167870,False,John De Sohn,3TVjdmhfFoYJLgBEkkZTBm
Thank God I'm a Country Boy,69HICMmc6nNLucAx3aJX9M,1974-06-15,66,193093,False,John Denver,7EK1bQADBoqbYXnT4Cqv9w
P.Y.T. (Pretty Young Thing),3o8IcTmHZSt4cHgqO1PkRe,2017-04-14,52,195851,False,John Gibbons,72luDUYRlE8N8lPSgyhiwo
Marz,5YxtCGHvn9oE43NM9Hh5VE,2010,27,238000,False,John Grant,3TScZ6zJkavDy0tqoGqiCf
Home With Her,2cxU72H3CkiHJKiJhOj1Rm,2018-06-29,37,179230,False,John Gurney,1cn7hpmFEpidzWJySGCTJF
That's How You Got It,0QFvybNsiwupz72jpQWxKn,2019-01-07,39,184746,False,John Gurney,1cn7hpmFEpidzWJySGCTJF
Try Saying Goodbye,6p3tET0bTKLDv4iF0hl0p2,2019-01-25,32,181630,False,John King,32Cj2WsRALt1SCWaPBR9QP
All of Me,3U4isOIWM3VvDubwSI3y7a,2013-08-30,84,269560,False,John Legend,5y2Xq6xcjJb2jVM54GHK3t
Imagine - Remastered 2010,7pKfPomDEeI4TPT6EOYjn9,1971-09-09,76,187866,False,John Lennon,4x1nvY2FN8jxqAFA0DA02H
Monsters Talk,6tGgd6bhdBZbAzLa6Gem0D,2014-03-04,21,230616,False,John Mark McMillan,0T1KC0OHfbRO0O5bNH2tek
May You Never,6ofam9RHTG7UBUa6uO2MjP,1973,55,220493,False,John Martyn,3JulrApLVT81sb2HkfwMks
Please Fall in Love with Me,4uFW8sdEip8ieHLZNZWFA8,1981,15,372133,False,John Martyn,3JulrApLVT81sb2HkfwMks
Jack & Diane,43btz2xjMKpcmjkuRsvxyg,1982,76,254493,False,John Mellencamp,3lPQ2Fk5JOwGWAF3ORFCqH
Hurts So Good,67eX1ovaHyVPUinMHeUtIM,1982,72,218960,False,John Mellencamp,3lPQ2Fk5JOwGWAF3ORFCqH
Small Town,2HsjJJL4DhPCzMlnaGv7ap,1985,67,221626,False,John Mellencamp,3lPQ2Fk5JOwGWAF3ORFCqH
Be My Baby Tonight,7pY4ul6PNtKKHCCQgYVtT7,1994-01-14,60,172200,False,John Michael Montgomery,7mPcfx7PhnBh6n4HMCd61A
Love Me Again,5VSCgNlSmTV2Yq5lB40Eaw,2013-01-01,66,239894,False,John Newman,34v5MVKeQnIo0CWYMbbrPf
Who Says,0HLWvLKQWpFdPhgk6ym58n,2009-11-13,63,175480,False,John Scofield,14RXohtx6NiBGFTW8IdmAK
Hallelujah,78fwy3GbiOTWNGhRuMWVU0,2019-07-26,24,223566,False,John The Blind,12U3blX0ilxf0tnejqPDYD
"Theme From Jurassic Park - From ""Jurassic Park"" Soundtrack",0BTVwaI1VUhUd1SXGtTzFf,2013-01-01,37,205040,False,John Williams,3dRfiJ2650SZu6GbydcHNb
Prologue: Book II and the Escape from the Dursleys,6qbbXC1XL5NzkGnFtOz8sV,2002-11-11,44,211880,False,John Williams,3dRfiJ2650SZu6GbydcHNb
Fawkes the Phoenix,1m4ZjbibTvvmYIJyXAIuxv,2002-11-11,46,225666,False,John Williams,3dRfiJ2650SZu6GbydcHNb
Harry's Wondrous World,4lg0h4AJhPMxbO3VMpbUqS,2001-10-30,55,321066,False,John Williams,3dRfiJ2650SZu6GbydcHNb
Hedwig's Theme,1n8NKQRg8LVHy7oUhUgbFF,2001-10-30,60,309093,False,John Williams,3dRfiJ2650SZu6GbydcHNb
Rey's Theme,5wsHtmFHWntJzcN6n8ivjd,2015-12-18,52,191066,False,John Williams,3dRfiJ2650SZu6GbydcHNb
Platform Nine-and-Three-Quarters and the Journey to Hogwarts,72SmD8s1DYkwUhoEkGlnyV,2001-10-30,47,194040,False,John Williams,3dRfiJ2650SZu6GbydcHNb
A Window to the Past,1PPTlPJqKuL0fdoTmzwXJy,2004-05-25,55,234040,False,John Williams,3dRfiJ2650SZu6GbydcHNb
March of the Resistance,420y9qWviZ4cdneynQWSKr,2015-12-18,47,155906,False,John Williams,3dRfiJ2650SZu6GbydcHNb
The Battle of Crait,77k9CEWfPOcizofgwLTBdH,2017-12-15,36,407693,False,John Williams,3dRfiJ2650SZu6GbydcHNb
Main Title and Escape,3eEfx3BsSplMdgktC3r7xK,2017-12-15,34,445560,False,John Williams,3dRfiJ2650SZu6GbydcHNb
Canto Bight,52hMydaS1ld25uY0wI1sHW,2017-12-15,31,157600,False,John Williams,3dRfiJ2650SZu6GbydcHNb
I Believe In You (You Believe In Me),5ol5vmBHvjrdEXfky3gsQk,1973,40,306933,False,Johnnie Taylor,4OGuNAnRFWZOgOA2d51taz
Ring of Fire,6YffUZJ2R06kyxyK6onezL,1963-08-06,71,158426,False,Johnny Cash,6kACVPfCOnqzgfEF5ryl0x
I Walk the Line,7hxZF4jETnE5Q75rKQnMjE,1970-11-11,65,176533,False,Johnny Cash,6kACVPfCOnqzgfEF5ryl0x
I Hung My Head,3iBemYZi4lw53UYDlxqMlw,2002-01-01,55,233240,False,Johnny Cash,6kACVPfCOnqzgfEF5ryl0x
You Are My Sunshine,76pllrWpfiCoLGhijQBYhO,2003-01-01,58,196733,False,Johnny Cash,6kACVPfCOnqzgfEF5ryl0x
(Ghost) Riders in the Sky,3I1vEQhGwRK7URrTq4BqNl,1979-05-01,63,224813,False,Johnny Cash,6kACVPfCOnqzgfEF5ryl0x
I Can See Clearly Now - Edit,0DcrhZ12WcCqruCs8ibXSf,1972,70,164733,False,Johnny Nash,0nAVvgfE9yI4DwvMiYwk8a
Buckle Up,5S0XJvM4ZyXlzH8CwMbTVH,2014-04-16,1,215853,False,Join The Riot,554f1XWt24Dj7iBHsy1ZYJ
All Time Low,0SuLAslEMFZAXf0SwY7syi,2016-06-10,68,217603,True,Jon Bellion,50JJSqHUf2RQ9xsHs0KMHg
I Have A Dream - Chillout Mix,2q9JAMiPaRDy4uMRy3jvxw,2008-12-15,14,343500,False,Jon Crusoe,2NtckcEAg1WR0pbLyvs83P
Candles,0UAazxzt45u787JmxJGoUA,2010-11-10,45,148546,False,Jon Hopkins,7yxi31szvlbwvKq9dYOmFI
Heartache On The Dance Floor,0w3Q14i073jLoew1hgJkwD,2016-05-13,73,205200,False,Jon Pardi,4MoAOfV4ROWofLG3a3hhBN
Dirt On My Boots,7f08qp3HROTkfrtNpiYGGo,2016-05-13,74,201893,False,Jon Pardi,4MoAOfV4ROWofLG3a3hhBN
Head Over Boots,4ly1QBXEwYoDmje9rmEgC4,2016-05-13,73,202346,False,Jon Pardi,4MoAOfV4ROWofLG3a3hhBN
Night Shift,0bPnT6i9H1p8Vd85GS6Z7I,2016-05-13,73,172253,False,Jon Pardi,4MoAOfV4ROWofLG3a3hhBN
Night Changes,7uSBg6gItGFY0xNU5nIf6n,2015-01-24,26,234606,False,Jonah Marais,4h3Go7Vr34F8zzGvEFj9P8
War Paint,6ViAALwpm6XolXj6F1HUZ8,2016-03-19,28,200570,False,Jonah Marais,4h3Go7Vr34F8zzGvEFj9P8
I Meant It,1cEgH8cd6b7EXqm6xg8nKn,2015-07-07,22,241791,False,Jonah Marais,4h3Go7Vr34F8zzGvEFj9P8
Heartbreak Weather,3qJtTlZYkG9WIGvKIXA29j,2016-04-02,20,214173,False,Jonah Marais,4h3Go7Vr34F8zzGvEFj9P8
Take You Home Tonight,1xQSCB1xKdoU4xyYKoxLJn,2016-04-02,18,160240,False,Jonah Marais,4h3Go7Vr34F8zzGvEFj9P8
Kissing on the Moon,224nFIcnWLzMFf0bTaxRoi,2016-04-02,19,182613,False,Jonah Marais,4h3Go7Vr34F8zzGvEFj9P8
Some Other Place & Time,5IdXubcDLuj0xqm79RTTwX,2016-04-02,15,295133,False,Jonah Marais,4h3Go7Vr34F8zzGvEFj9P8
Strangers Do,1t0fCdnq92RNlad0C5XPkG,2018-11-30,44,153508,False,Jonas Aden,1qq5e02CcWNFqZMbmdrIcj
Summer,2OFmjVcsysjMEq5gr61psF,2015-02-20,6,197200,False,Jonas Alaska,1OH3Hbbo6G6uBWunJnU148
Year 3000,4zP7ADsgJgHGY6VzxbNp1z,2019-05-09,66,201960,False,Jonas Brothers,7gOdHgIoIKoe4i9Tta6qdD
Burnin' Up,2VEsmoek0sol9MnJFyoG9e,2008-08-12,70,175093,False,Jonas Brothers,7gOdHgIoIKoe4i9Tta6qdD
S.O.S.,6sDP4912wjwB7BJhbSnjS1,2007-01-01,62,153346,False,Jonas Brothers,7gOdHgIoIKoe4i9Tta6qdD
Sucker,22vgEDb5hykfaTwLuskFGD,2019-06-07,81,181026,False,Jonas Brothers,7gOdHgIoIKoe4i9Tta6qdD
Cool,7yfi8B8opXjnRh4VZnOkz9,2019-06-07,65,167106,False,Jonas Brothers,7gOdHgIoIKoe4i9Tta6qdD
Una Mattina (Extended) - From the Film the Intouchables,0GHc3GYcqLHPBRDUa8p4Oy,2022-04-29,17,352627,False,Jonas Kvarnström,4qZrlSJ1sikAjQS9rrBBpx
Re: Your Brains,1KrpXYLMCJ8GaDSz61FQNU,2006-01-01,44,272746,False,Jonathan Coulton,292sg99iIOc93zcd30r4Oz
The Future Soon,2chEZfdAqJvlw9dM3hAU6p,2008-01-01,37,230320,False,Jonathan Coulton,292sg99iIOc93zcd30r4Oz
Code Monkey,3cLqK3LPVrTIzfENVmYLoU,2006-01-01,45,189280,False,Jonathan Coulton,292sg99iIOc93zcd30r4Oz
I Feel Fantastic,0iq3MFEbuKTWJgdhwdOwXI,2008-01-01,45,185653,False,Jonathan Coulton,292sg99iIOc93zcd30r4Oz
Ikea,4ogxkfoBMYV3XAHYFYl6aR,2003-11-12,31,183520,False,Jonathan Coulton,292sg99iIOc93zcd30r4Oz
Skullcrusher Mountain,7l3kYZIfTIpgthYcekjv4k,2008-01-01,42,259920,False,Jonathan Coulton,292sg99iIOc93zcd30r4Oz
Creepy Doll,7ahH0hYLw0WM1BJANh0wXW,2006-01-01,30,240080,False,Jonathan Coulton,292sg99iIOc93zcd30r4Oz
A Solitary Man,11pkdahgDRqTxrLDpi6VPk,2011,25,203560,False,Jonathan Jeremiah,2TdWlAJcUHu32O3Yld3rsU
Ballad of the Pines,1d6DUKs5xJwG7vOZs1LBKa,2011-09-13,23,240760,False,Jonathan Wilson,6KJIIOCWsWtNc7ICINtPEw
Both Sides Now,3U4qHixdbpSnXha2QAQgJV,2012-12-20,9,189857,False,Joni Mitchell Tribute by Strings Attached,7d9zLQGDo0N0TC5aNGcmHW
Boy,3f8MFPWK7uoYehN9YsSYSt,2010,51,190906,False,Jonny Barber & The Rhythm Razors,7GuWO8vvrfMrB3pOUIGaAm
Singles You Up,4LiMQ6G9n84rDUBs9wtwz6,2018-03-23,70,182666,False,Jordan Davis,77kULmXAQ6vWer7IIHdGzI
Take It From Me,3dCZm5HrG0jIXAHfNkg2H0,2018-03-23,69,174254,False,Jordan Davis,77kULmXAQ6vWer7IIHdGzI
Tattoo,3Ui2jdyxbZQrZohfM0NOgG,2007-11-20,62,233466,False,Jordin Sparks,2AQjGvtT0pFYfxR3neFcvz
I Am,0DJBgBiYeSn6n1AXAkFVE8,2018-02-09,59,208760,True,Jorja Smith,1CoZyIx7UvdxT5c8UkMzHd
At the Table,0CuihK7fN0Cb0sFiXxByuC,2015-04-07,47,289093,False,Josh Garrels,16QSVsPKl743hu4U5C18R8
Nothin' Like Us,79I1s6rpI6QnDoi85QGNDE,2017-02-17,34,199241,False,Josh Gracin,1456WwI15Lm9CktCzkLZvm
Hometown Girl,5C6uh95eAL0RBTSGXKQwvk,2017-03-10,64,215080,False,Josh Turner,7vCtweS8UVAXTyau2j0rDT
Your Man,1WzAeadSKJhqykZFbJNmQv,2006,72,211893,False,Josh Turner,7vCtweS8UVAXTyau2j0rDT
Winter,4VuHWU01C36BUaN1adNi5M,2006,52,203773,False,Joshua Radin,7omzannyG2lfDqP5xyZo34
Heartbeats,5YqpHuXpFjDVZ7tY1ClFll,2006-04-03,62,161680,False,José González,6xrCU6zdcSTsG2hLrojpmI
Down The Line,0GixW2r7DQK76xOxMmKn8S,2007,40,192906,False,José González,6xrCU6zdcSTsG2hLrojpmI
Any Way You Want It,71SvEDmsOwIWw1IozsZoMA,1980,74,201693,False,Journey,0rvjqX7ttXeg3mTy8Xscbt
Open Arms,2w4EpqGasrz9qdTwocx54t,1981,70,202173,False,Journey,0rvjqX7ttXeg3mTy8Xscbt
Who's Crying Now,5IK2FtuC0qmHHam9sWFxUI,1981,61,300146,False,Journey,0rvjqX7ttXeg3mTy8Xscbt
Wheel in the Sky,215wUTQQUo2PElJFEFoB0d,1978,66,252240,False,Journey,0rvjqX7ttXeg3mTy8Xscbt
She's Lost Control - 2007 Remaster,0rcLhYRihks3t4lFPtHhQV,1979-06-01,58,237013,False,Joy Division,432R46LaYsJZV2Gmc4jUV5
Love Will Tear Us Apart - 2020 Remaster,34iOH7LY3vme5rQxsVILZ4,1980-06-01,69,208453,False,Joy Division,432R46LaYsJZV2Gmc4jUV5
Shadowplay - 2007 Remaster,4ZuC5MfGjRQs3pZtPxqMYP,1979-06-01,57,233719,False,Joy Division,432R46LaYsJZV2Gmc4jUV5
1,5fZHPEUirPUKs45oVdfPZy,2005,29,153533,False,Joy Zipper,0MMY27gk33Lxyk0FwcJldc
Bailando por Ahi,6sHBvzRsuGunQTfCk18KXi,2012-05-14,61,180453,False,Juan Magán,1ackd5XprZEkH3McKbQD51
Es Por Ti,3b1IQflSLrgzYQPGFzI9cl,2002-01-01,74,250693,False,Juanes,0UWZUmn7sybxMCqrw9tGa7
Take It All Back 2.0,2w7O4XCRoIJrwF1NqKL9TM,2017-03-10,61,218355,False,Judah & the Lion,3wWtfT7S2uVJJ3hGZlOLkZ
Suit And Jacket,2ZYBwkmtYhgUj1A7teYAZ7,2017-03-10,60,222256,False,Judah & the Lion,3wWtfT7S2uVJJ3hGZlOLkZ
Mason-Dixon Line,5eebwQwrOQN5rZgR05HGef,2014-09-09,35,235546,False,Judah & the Lion,3wWtfT7S2uVJJ3hGZlOLkZ
Going To Mars,5WsthLL2iAGztBpcWcXHVh,2017-03-10,41,228916,False,Judah & the Lion,3wWtfT7S2uVJJ3hGZlOLkZ
Twenty-Somethings,5RwGWU2Xau23ZJDf01OxhW,2014-09-09,39,206066,False,Judah & the Lion,3wWtfT7S2uVJJ3hGZlOLkZ
Breaking the Law,2RaA6kIcvomt77qlIgGhCT,1980,72,153840,False,Judas Priest,2tRsMl4eGxwoNabM08Dm4I
Demonizer,7rGevh0ljHtMxYhLNQDLjd,2005-02-28,31,277933,False,Judas Priest,2tRsMl4eGxwoNabM08Dm4I
Lightning Strike,6qopop1Rc9r1RjEIBQhc8d,2018-03-09,53,209453,False,Judas Priest,2tRsMl4eGxwoNabM08Dm4I
Painkiller,0L7zm6afBEtrNKo6C6Gj08,1990-09-26,68,365826,False,Judas Priest,2tRsMl4eGxwoNabM08Dm4I
Turbo Lover - Remastered,1i5yWGXgtFABa0czv2pbZH,1986-04-07,57,333999,False,Judas Priest,2tRsMl4eGxwoNabM08Dm4I
Jesus Was a Cross Maker,0YA6BYi1Fwv58UfX3M1z7f,1971,40,209880,False,Judee Sill,2IkwqvwEnXFlZEq6eFP1wL
The Kiss - Remastered,5248GQLJjBofZRaSocbdix,1973,40,276226,False,Judee Sill,2IkwqvwEnXFlZEq6eFP1wL
Angel Of The Morning,11y8GSP2ASv8S9n0FiiDva,1981-01-01,58,250440,False,Juice Newton,4L1z1IcfK7lbqx8izGHaw5
Robbery,6iaSML1PIYq936g62BDtBq,2019-03-08,81,240050,True,Juice WRLD,4MCBfE4596Uoi2O4DtmEMz
Lucid Dreams,285pBltuF7vW8TeWk8hdRR,2018-12-10,85,239835,True,Juice WRLD,4MCBfE4596Uoi2O4DtmEMz
Black & White,1fCeXjoRExPP2qwSBh2aST,2018-12-10,74,186945,True,Juice WRLD,4MCBfE4596Uoi2O4DtmEMz
Lean Wit Me,3oDkdAySo1VQQG0ptV7uwa,2018-12-10,79,175755,True,Juice WRLD,4MCBfE4596Uoi2O4DtmEMz
Into the Night,0sE5llq6jkO2puFg8EHd2t,1989-09-12,37,284333,False,Julee Cruise,4Pt1HZtuJwrQB8l0ES5iTX
Issues,7vu0JkJh0ldukEYbTVcqd0,2017-07-28,73,176320,False,Julia Michaels,0ZED1XzwlLHW4ZaG4lOT6m
Make It Up To You,2XZ1I5xCHe38XOvfpMRY5e,2017-07-28,39,216453,False,Julia Michaels,0ZED1XzwlLHW4ZaG4lOT6m
Issues - Acoustic,4TqiKcUUvK7y6x6JG5NpJX,2017-03-24,59,175280,False,Julia Michaels,0ZED1XzwlLHW4ZaG4lOT6m
Heaven,1T575AhHueYinKSDflEsGK,2018-02-09,69,191786,False,Julia Michaels,0ZED1XzwlLHW4ZaG4lOT6m
Too Late For Goodbyes,2SPU97neddixGZ3wCMLAwx,1984-01-01,54,214645,False,Julian Lennon,4Tvos0a5rRrBu4Oodu5f79
Incapable - Acoustic Version,3CjRJYBShk6Od4FagJHbUu,2017-12-15,35,189852,False,Julie Bergan,2Tg0aF5cbZktYFzgR1iAKv
Arigato,4XuK9jJP3mpYBq5qf68vfF,2016-06-10,46,173160,False,Julie Bergan,2Tg0aF5cbZktYFzgR1iAKv
"Touch The Sky - From ""Brave""/Soundtrack",5yyqx4brn6Bm9U1Rj9ENnz,2012-01-01,65,151400,False,Julie Fowlis,3IqWMVFksTbtL2EaFi5o8k
Zipper,1SRTTtCFDFQbDhMTfpw9Is,2018-05-21,19,263948,True,Junior A,3S01g7dRqUKZ595JjKwNPk
Move Your Feet,4jacsL77ZYnpInmTtUBaJW,2003-07-25,62,181906,False,Junior Senior,7xNPROyVfkH4mcIxxCxySm
Line Of Fire,1t6zwEOPQUz9QIjlwZ5UGF,2014-03-01,43,339293,False,Junip,7HcipAIJatVGT4U6HQrnFW
The Ghost Of Tom Joad,3aVy0GBb99mhVH4Kpxnnnp,2010-09-13,26,251280,False,Junip,7HcipAIJatVGT4U6HQrnFW
Sex,0wIFAHbaUucA8mog7Y2IDD,2013-01-01,55,206986,True,Jussi & The Boys,7t4S9gEQFt44vWTLuGKOGN
D.A.N.C.E,33yAEqzKXexYM3WlOYtTfQ,2007-06-11,67,242266,False,Justice,1gR0gsQYfi6joyO1dlp76N
Phantom Pt. II,2A3emhzbZo7eSvEUtAm3ZS,2007-06-11,51,200826,False,Justice,1gR0gsQYfi6joyO1dlp76N
What Do You Mean?,4B0JvthVoAAuygILe3n4Bs,2015-11-13,78,205680,False,Justin Bieber,1uNFoZAHBGtllmzznpCI3s
Love Yourself,50kpGaPAhYJ3sGmk6vplg0,2015-11-13,83,233720,False,Justin Bieber,1uNFoZAHBGtllmzznpCI3s
Sorry,09CtPGIpYB4BrO8qb1RGsF,2015-11-13,81,200786,False,Justin Bieber,1uNFoZAHBGtllmzznpCI3s
Purpose,2IjyFRCRn8x1bEquOM3vxg,2015-11-13,67,210160,False,Justin Bieber,1uNFoZAHBGtllmzznpCI3s
Get Used To It,4AMnUGvZUVJgDuY7rOPzUZ,2015-11-13,54,238133,False,Justin Bieber,1uNFoZAHBGtllmzznpCI3s
Heartbreaker,2GCKWEsbb0Xo1oodTOKVi1,2014-05-13,60,262840,False,Justin Bieber,1uNFoZAHBGtllmzznpCI3s
Somebody To Love,3rLIv187BhjyweFe89SgLn,2010-01-01,70,220920,False,Justin Bieber,1uNFoZAHBGtllmzznpCI3s
Boyfriend,3UGIZ8qcrMTwzLbx6Kttqt,2012-01-01,73,171333,False,Justin Bieber,1uNFoZAHBGtllmzznpCI3s
Company,61uyGDPJ06MkxJtHgPmuyO,2015-11-13,70,208120,False,Justin Bieber,1uNFoZAHBGtllmzznpCI3s
Life Is Worth Living,4yWCzA44dQyp0SoeM81bUb,2015-11-13,59,234786,False,Justin Bieber,1uNFoZAHBGtllmzznpCI3s
Mark My Words,2SnNaoNhMjC1WRMTWD8qTX,2015-11-13,57,134346,False,Justin Bieber,1uNFoZAHBGtllmzznpCI3s
One Time,6eDApnV9Jdb1nYahOlbbUh,2009-01-01,71,215866,False,Justin Bieber,1uNFoZAHBGtllmzznpCI3s
What Do You Mean? - Acoustic,5YNf9s8WE3iF33YaFNrgpa,2015-11-13,59,203800,False,Justin Bieber,1uNFoZAHBGtllmzznpCI3s
Love Me,0yIywEquxORnu1dR0WYsdN,2009-01-01,69,191573,False,Justin Bieber,1uNFoZAHBGtllmzznpCI3s
Somebody Else Will,3n2A6l4UayVe3GGKCvfQWV,2016-01-01,56,165173,False,Justin Moore,30e8DmahrEamvLbFRPdWmk
Small Town USA,5pyB5WEAEwqwl18UaBLeBl,2009-01-01,60,218853,False,Justin Moore,30e8DmahrEamvLbFRPdWmk
6 Figures,1MEPdOii0cmdHUbxN6L0uQ,2018-07-25,31,164341,False,Justin Roberts,2gHhEiY4Ov9eRbhCEFY5jM
Mirrors,4rHZZAmHpZrA3iH5zx8frV,2013-03-15,78,484146,False,Justin Timberlake,31TPClRtHm23RisEBtV3X7
Rock Your Body,1AWQoqb9bSvzTjaLralEkT,2002-11-04,77,267266,False,Justin Timberlake,31TPClRtHm23RisEBtV3X7
Cry Me a River,7Lf7oSEVdzZqTA0kEDSlS5,2002-11-04,74,288333,False,Justin Timberlake,31TPClRtHm23RisEBtV3X7
What Goes Around...Comes Around - Radio Edit,0R03f3Axt495bkgGhivLEe,2006-12-19,58,313133,False,Justin Timberlake,31TPClRtHm23RisEBtV3X7
Midnight Summer Jam,1KAhsLqLYiqCZ1G8ljKDtB,2018-02-02,44,312533,False,Justin Timberlake,31TPClRtHm23RisEBtV3X7
Sticks & Stones,6CdxafAJt9jsdQCDTOMc72,2010-01-01,49,257959,False,Jónsi,3khg8RDB6nMuw34w1IHS6Y
Color Decay,68Vl5AxVBDPcnf9qHGPoPb,2016-07-08,42,264986,False,Júníus Meyvant,5IL5awl9gUcb2ez9IgmW26
Arise,21CRmxvJIMqPrMAgdSOE95,2018-05-25,35,233019,False,KAINA,317ZSOlGddnfDmwE7DyITA
Way down We Go - Stripped,1YA7YUyrxgSzf7IQDX1xcl,2015-01-19,54,208213,False,KALEO,7jdFEYD2LTYjfwxOdlVjmc
Nightcall,0qQO5Z1HnVv8LNJPMwuwtt,2015-07-31,41,198662,False,KANT,38322CAyy6I2qYaGqluMkV
Boogie Shoes - 45 Version,07MHhfYd2Kkt2zFnqRZM1z,1976,35,130813,False,KC & The Sunshine Band,3mQBpAOMWYqAZyxtyeo4Lo
Keep It Comin' Love,0YWUf0FuvbOvAlrOAVaH8S,2004-10-26,50,271493,False,KC & The Sunshine Band,3mQBpAOMWYqAZyxtyeo4Lo
That's the Way (I Like It) - 2004 Remaster,1qiQduM84A0VeH8Y2uAbqi,1975,62,185106,False,KC & The Sunshine Band,3mQBpAOMWYqAZyxtyeo4Lo
Spirit in the Sky,7B7O5jgFpWfc9orZw6FN4K,2019-01-25,51,185157,False,KEiiNO,0chh7dlaUzEreDTulHiOlm
Rock And Roll All Nite,6KTv0Z8BmVqM7DPxbGzpVC,1975-03-19,77,168840,False,KISS,07XSN3sPlIlB2L2XNcTwJw
Detroit Rock City,3uz0O62HqYoyRiWZjS61KK,1988-01-01,71,228560,False,KISS,07XSN3sPlIlB2L2XNcTwJw
I Was Made For Lovin' You,07q0QVgO56EorrSGHC48y3,1979-03-23,82,271240,False,KISS,07XSN3sPlIlB2L2XNcTwJw
Love Gun,0SPBrxOUEMIKugXR4bFhxs,1977-06-30,63,198706,False,KISS,07XSN3sPlIlB2L2XNcTwJw
Come with Me Now,2kWowW0k4oFymhkr7LmvzO,2014-01-27,67,211960,False,KONGOS,58R5LHkK3vkmEyGUPOR5kS
Black Horse And The Cherry Tree,0qAMjeQFyd1qD0LDiV8gWp,2005-01-01,66,172373,False,KT Tunstall,5zzrJD2jXrE9dZ1AklRFcL
